2022-07-09 19:01:17,976 | INFO | fipy.solvers | <module> | Solver suite is pysparse
2022-07-09 19:01:27,695 | INFO | fipy.solvers | <module> | Solver suite is pysparse
2022-07-09 19:01:27,696 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 19:01:27,696 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 19:01:27,696 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 19:01:27,696 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 19:01:27,696 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 19:01:27,696 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 19:01:28,248 | INFO | fipy | <module> | {"petsc4py": "not installed", "pysparse": "1.3-dev", "solver": "pysparse", "python": "2.7.15 | packaged by conda-forge | (default, Mar  5 2020, 14:58:04) | [GCC Clang 9.0.1 ]", "mayavi": "", "matplotlib": "2.2.5", "scipy": "1.2.1", "pyamgx": "not installed", "PyTrilinos": "Trilinos version: 12.18.1\nPyTrilinos version: 12.13", "numpy": "1.16.5", "gmsh": "4.6.0", "fipy": "3.4.3+67.g30145f256.dirty", "mpi4py": "3.0.3"}
2022-07-09 19:01:28,276 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | <module> | {"state": "START", "sweeps": 1, "numberOfElements": 9}
2022-07-09 19:01:28,293 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | _setConvergence | {"status_name": "Pysparse_CONVERGED_RTOL", "status_code": 0, "solver": "LinearLUSolver(tolerance=1e-10, iterations=1000)", "actual_code": 0, "residual": 4.0729199093101985e-16, "criterion": "initial", "iterations": 2, "max_iterations": 1000}
2022-07-09 19:01:28,294 | DEBUG | fipy.solvers.pysparse.linearLUSolver.LinearLUSolver | <module> | {"state": "END", "sweeps": 1, "numberOfElements": 9}
2022-07-09 19:01:36,457 | INFO | fipy.solvers | <module> | Solver suite is pysparse
2022-07-09 19:01:36,457 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 19:01:36,457 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 19:01:36,457 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.pysparse.linearPCGSolver.LinearPCGSolver'>
2022-07-09 19:01:36,457 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.pysparse.linearLUSolver.LinearLUSolver'>
2022-07-09 19:01:36,457 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 19:01:36,457 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 19:01:37,002 | INFO | fipy | <module> | {"petsc4py": "not installed", "pysparse": "1.3-dev", "solver": "pysparse", "python": "2.7.15 | packaged by conda-forge | (default, Mar  5 2020, 14:58:04) | [GCC Clang 9.0.1 ]", "mayavi": "", "matplotlib": "2.2.5", "scipy": "1.2.1", "pyamgx": "not installed", "PyTrilinos": "Trilinos version: 12.18.1\nPyTrilinos version: 12.13", "numpy": "1.16.5", "gmsh": "4.6.0", "fipy": "3.4.3+67.g30145f256.dirty", "mpi4py": "3.0.3"}
2022-07-09 19:01:37,031 | DEBUG | fipy.solvers.pysparse.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "START", "sweeps": 1, "numberOfElements": 9}
2022-07-09 19:01:37,054 | DEBUG | fipy.solvers.pysparse.linearGMRESSolver.LinearGMRESSolver | _setConvergence | {"status_name": "Pysparse_CONVERGED_RTOL", "status_code": 0, "solver": "LinearGMRESSolver(tolerance=1e-10, iterations=1000)", "actual_code": 0, "residual": 4.2131525394612796e-16, "criterion": "initial", "iterations": 3, "max_iterations": 1000}
2022-07-09 19:01:37,055 | DEBUG | fipy.solvers.pysparse.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "END", "sweeps": 1, "numberOfElements": 9}
2022-07-09 19:01:54,699 | INFO | fipy.solvers | <module> | Solver suite is petsc
2022-07-09 19:01:54,700 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:01:54,700 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:01:54,700 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.petsc.dummySolver.DummySolver'>
2022-07-09 19:01:54,700 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:01:54,700 | DEBUG | fipy.solvers | <module> | serialComm is SerialPETScCommWrapper()
2022-07-09 19:01:54,700 | DEBUG | fipy.solvers | <module> | parallelComm is SerialPETScCommWrapper()
2022-07-09 19:01:55,486 | INFO | fipy | <module> | {"python": "3.10.4 | packaged by conda-forge | (main, Mar 24 2022, 17:45:10) [Clang 12.0.1 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.22.4", "pysparse": "not installed", "scipy": "1.8.1", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.1", "pyamgx": "not installed", "PyTrilinos": "not installed", "mayavi": "4.7.4", "gmsh": "4.10.2", "solver": "petsc"}
2022-07-09 19:01:55,512 | DEBUG | fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:01:55,529 | DEBUG | fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver | _setConvergence | {"solver": "LinearGMRESSolver(tolerance=1e-10, iterations=1000)", "iterations": 7, "residual": 2.0967168754612926e-16, "criterion": "initial", "actual_code": 2, "status_name": "KSP_CONVERGED_RTOL", "status_code": 2, "max_iterations": 1000, "ksp_solver": "gmres", "ksp_precon": "ilu", "ksp_norm_type": 2}
2022-07-09 19:01:55,531 | DEBUG | fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:04,322 | INFO | fipy.solvers | <module> | Solver suite is petsc
2022-07-09 19:02:04,322 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:04,323 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:04,323 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.petsc.dummySolver.DummySolver'>
2022-07-09 19:02:04,323 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:04,323 | DEBUG | fipy.solvers | <module> | serialComm is SerialPETScCommWrapper()
2022-07-09 19:02:04,323 | DEBUG | fipy.solvers | <module> | parallelComm is SerialPETScCommWrapper()
2022-07-09 19:02:04,872 | INFO | fipy | <module> | {"python": "3.10.4 | packaged by conda-forge | (main, Mar 24 2022, 17:45:10) [Clang 12.0.1 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.22.4", "pysparse": "not installed", "scipy": "1.8.1", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.1", "pyamgx": "not installed", "PyTrilinos": "not installed", "mayavi": "4.7.4", "gmsh": "4.10.2", "solver": "petsc"}
2022-07-09 19:02:04,893 | DEBUG | fipy.solvers.petsc.linearLUSolver.LinearLUSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:04,910 | DEBUG | fipy.solvers.petsc.linearLUSolver.LinearLUSolver | _setConvergence | {"solver": "LinearLUSolver(tolerance=1e-10, iterations=1000)", "iterations": 2, "residual": 3.0320134566337944e-16, "criterion": "default", "actual_code": 4, "status_name": "KSP_CONVERGED_ITS", "status_code": 4, "max_iterations": 1000, "ksp_solver": "preonly", "ksp_precon": "lu"}
2022-07-09 19:02:04,910 | DEBUG | fipy.solvers.petsc.linearLUSolver.LinearLUSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:11,128 | INFO | fipy.solvers | <module> | Solver suite is petsc
2022-07-09 19:02:11,128 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:11,128 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:11,128 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.petsc.dummySolver.DummySolver'>
2022-07-09 19:02:11,128 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.petsc.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:11,128 | DEBUG | fipy.solvers | <module> | serialComm is SerialPETScCommWrapper()
2022-07-09 19:02:11,128 | DEBUG | fipy.solvers | <module> | parallelComm is SerialPETScCommWrapper()
2022-07-09 19:02:11,674 | INFO | fipy | <module> | {"python": "3.10.4 | packaged by conda-forge | (main, Mar 24 2022, 17:45:10) [Clang 12.0.1 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.22.4", "pysparse": "not installed", "scipy": "1.8.1", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.1", "pyamgx": "not installed", "PyTrilinos": "not installed", "mayavi": "4.7.4", "gmsh": "4.10.2", "solver": "petsc"}
2022-07-09 19:02:11,695 | DEBUG | fipy.solvers.petsc.linearPCGSolver.LinearPCGSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:11,712 | DEBUG | fipy.solvers.petsc.linearPCGSolver.LinearPCGSolver | _setConvergence | {"solver": "LinearPCGSolver(tolerance=1e-10, iterations=1000)", "iterations": 7, "residual": 2.0620917485759245e-20, "criterion": "initial", "actual_code": 2, "status_name": "KSP_CONVERGED_RTOL", "status_code": 2, "max_iterations": 1000, "ksp_solver": "cg", "ksp_precon": "ilu", "ksp_norm_type": 2}
2022-07-09 19:02:11,712 | DEBUG | fipy.solvers.petsc.linearPCGSolver.LinearPCGSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:19,941 | INFO | fipy.solvers | <module> | Solver suite is scipy
2022-07-09 19:02:19,941 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:19,941 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:19,941 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.scipy.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:19,941 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:19,941 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 19:02:19,941 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 19:02:20,476 | INFO | fipy | <module> | {"python": "3.10.4 | packaged by conda-forge | (main, Mar 24 2022, 17:45:10) [Clang 12.0.1 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.22.4", "pysparse": "not installed", "scipy": "1.8.1", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.1", "pyamgx": "not installed", "PyTrilinos": "not installed", "mayavi": "4.7.4", "gmsh": "4.10.2", "solver": "scipy"}
2022-07-09 19:02:20,497 | DEBUG | fipy.solvers.scipy.linearPCGSolver.LinearPCGSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:20,516 | DEBUG | fipy.solvers.scipy.linearPCGSolver.LinearPCGSolver | _setConvergence | {"solver": "LinearPCGSolver(tolerance=1e-10, iterations=1000)", "iterations": 3, "residual": 0.0, "criterion": "initial", "actual_code": 0, "status_name": "SCIPY_SUCCESS", "status_code": 0, "max_iterations": 1000}
2022-07-09 19:02:20,516 | DEBUG | fipy.solvers.scipy.linearPCGSolver.LinearPCGSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:31,855 | INFO | fipy.solvers | <module> | Solver suite is scipy
2022-07-09 19:02:31,856 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:31,856 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:31,856 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.scipy.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:31,856 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:31,856 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 19:02:31,856 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 19:02:32,385 | INFO | fipy | <module> | {"python": "3.10.4 | packaged by conda-forge | (main, Mar 24 2022, 17:45:10) [Clang 12.0.1 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.22.4", "pysparse": "not installed", "scipy": "1.8.1", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.1", "pyamgx": "not installed", "PyTrilinos": "not installed", "mayavi": "4.7.4", "gmsh": "4.10.2", "solver": "scipy"}
2022-07-09 19:02:32,408 | DEBUG | fipy.solvers.scipy.linearLUSolver.LinearLUSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:32,425 | DEBUG | fipy.solvers.scipy.linearLUSolver.LinearLUSolver | _setConvergence | {"solver": "LinearLUSolver(tolerance=1e-10, iterations=1000)", "iterations": 2, "residual": 1.6184142622847346e-16, "criterion": "initial", "actual_code": 0, "status_name": "SCIPY_SUCCESS", "status_code": 0, "max_iterations": 1000}
2022-07-09 19:02:32,425 | DEBUG | fipy.solvers.scipy.linearLUSolver.LinearLUSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:39,318 | INFO | fipy.solvers | <module> | Solver suite is scipy
2022-07-09 19:02:39,319 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:39,319 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:39,319 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.scipy.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:39,319 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.scipy.linearLUSolver.LinearLUSolver'>
2022-07-09 19:02:39,319 | DEBUG | fipy.solvers | <module> | serialComm is DummyComm()
2022-07-09 19:02:39,319 | DEBUG | fipy.solvers | <module> | parallelComm is DummyComm()
2022-07-09 19:02:39,876 | INFO | fipy | <module> | {"python": "3.10.4 | packaged by conda-forge | (main, Mar 24 2022, 17:45:10) [Clang 12.0.1 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.22.4", "pysparse": "not installed", "scipy": "1.8.1", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.1", "pyamgx": "not installed", "PyTrilinos": "not installed", "mayavi": "4.7.4", "gmsh": "4.10.2", "solver": "scipy"}
2022-07-09 19:02:39,896 | DEBUG | fipy.solvers.scipy.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:39,911 | DEBUG | fipy.solvers.scipy.linearGMRESSolver.LinearGMRESSolver | _setConvergence | {"solver": "LinearGMRESSolver(tolerance=1e-10, iterations=1000)", "iterations": 3, "residual": 0.0, "criterion": "initial", "actual_code": 0, "status_name": "SCIPY_SUCCESS", "status_code": 0, "max_iterations": 1000}
2022-07-09 19:02:39,911 | DEBUG | fipy.solvers.scipy.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:02:59,501 | INFO | fipy.solvers | <module> | Solver suite is no-pysparse
2022-07-09 19:02:59,501 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:59,501 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:59,501 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:59,501 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:02:59,501 | DEBUG | fipy.solvers | <module> | serialComm is SerialEpetraCommWrapper()
2022-07-09 19:02:59,501 | DEBUG | fipy.solvers | <module> | parallelComm is SerialEpetraCommWrapper()
2022-07-09 19:03:00,299 | INFO | fipy | <module> | {"python": "3.7.12 | packaged by conda-forge | (default, Oct 26 2021, 05:59:23) | [Clang 11.1.0 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.21.6", "pysparse": "not installed", "scipy": "1.7.3", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.2", "pyamgx": "not installed", "PyTrilinos": "Trilinos version: 12.18.1\nPyTrilinos version: 12.13", "mayavi": "4.7.4", "gmsh": "4.10.3", "solver": "no-pysparse"}
2022-07-09 19:03:00,331 | DEBUG | fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:03:00,375 | DEBUG | fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver | _setConvergence | {"solver": "LinearGMRESSolver(tolerance=1e-10, iterations=1000)", "iterations": 3.0, "residual": 2.2088509514634526e-16, "criterion": "initial", "actual_code": 0, "status_name": "AZ_normal", "status_code": 0, "max_iterations": 1000, "scaled_residual": 2.2088509514634526e-16, "convergence_residual": 9.727401533737826e-16, "raw_residual": 7.65168414856311e-16, "solve_time": 0.0010234579967800528, "Aztec_version": 2.109}
2022-07-09 19:03:00,376 | DEBUG | fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:03:08,701 | INFO | fipy.solvers | <module> | Solver suite is no-pysparse
2022-07-09 19:03:08,702 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:08,702 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:08,702 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:08,702 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:08,702 | DEBUG | fipy.solvers | <module> | serialComm is SerialEpetraCommWrapper()
2022-07-09 19:03:08,702 | DEBUG | fipy.solvers | <module> | parallelComm is SerialEpetraCommWrapper()
2022-07-09 19:03:09,256 | INFO | fipy | <module> | {"python": "3.7.12 | packaged by conda-forge | (default, Oct 26 2021, 05:59:23) | [Clang 11.1.0 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.21.6", "pysparse": "not installed", "scipy": "1.7.3", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.2", "pyamgx": "not installed", "PyTrilinos": "Trilinos version: 12.18.1\nPyTrilinos version: 12.13", "mayavi": "4.7.4", "gmsh": "4.10.3", "solver": "no-pysparse"}
2022-07-09 19:03:09,278 | DEBUG | fipy.solvers.trilinos.linearLUSolver.LinearLUSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:03:09,315 | DEBUG | fipy.solvers.trilinos.linearLUSolver.LinearLUSolver | _setConvergence | {"solver": "LinearLUSolver(tolerance=1e-10, iterations=1000)", "iterations": 2, "residual": 3.7581227040691124e-16, "criterion": "initial", "actual_code": 0, "status_name": "AZ_normal", "status_code": 0, "max_iterations": 1000}
2022-07-09 19:03:09,316 | DEBUG | fipy.solvers.trilinos.linearLUSolver.LinearLUSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:03:15,065 | INFO | fipy.solvers | <module> | Solver suite is no-pysparse
2022-07-09 19:03:15,065 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:15,065 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:15,065 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:15,065 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:03:15,065 | DEBUG | fipy.solvers | <module> | serialComm is SerialEpetraCommWrapper()
2022-07-09 19:03:15,065 | DEBUG | fipy.solvers | <module> | parallelComm is SerialEpetraCommWrapper()
2022-07-09 19:03:15,642 | INFO | fipy | <module> | {"python": "3.7.12 | packaged by conda-forge | (default, Oct 26 2021, 05:59:23) | [Clang 11.1.0 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.21.6", "pysparse": "not installed", "scipy": "1.7.3", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.2", "pyamgx": "not installed", "PyTrilinos": "Trilinos version: 12.18.1\nPyTrilinos version: 12.13", "mayavi": "4.7.4", "gmsh": "4.10.3", "solver": "no-pysparse"}
2022-07-09 19:03:15,664 | DEBUG | fipy.solvers.trilinos.linearPCGSolver.LinearPCGSolver | <module> | {"state": "START", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:03:15,696 | DEBUG | fipy.solvers.trilinos.linearPCGSolver.LinearPCGSolver | _setConvergence | {"solver": "LinearPCGSolver(tolerance=1e-10, iterations=1000)", "iterations": 3.0, "residual": 7.653781362292657e-16, "criterion": "initial", "actual_code": 0, "status_name": "AZ_normal", "status_code": 0, "max_iterations": 1000, "scaled_residual": 7.653781362292657e-16, "convergence_residual": 2.652292978381744e-15, "raw_residual": 2.6513476379029233e-15, "solve_time": 0.0001200420010718517, "Aztec_version": 2.109}
2022-07-09 19:03:15,697 | DEBUG | fipy.solvers.trilinos.linearPCGSolver.LinearPCGSolver | <module> | {"state": "END", "numberOfElements": 9, "sweeps": 1}
2022-07-09 19:04:19,430 | INFO | fipy.solvers | <module> | Solver suite is no-pysparse
2022-07-09 19:04:19,430 | DEBUG | fipy.solvers | <module> | DefaultSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:04:19,430 | DEBUG | fipy.solvers | <module> | DefaultAsymmetricSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:04:19,430 | DEBUG | fipy.solvers | <module> | DummySolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:04:19,430 | DEBUG | fipy.solvers | <module> | GeneralSolver is <class 'fipy.solvers.trilinos.linearGMRESSolver.LinearGMRESSolver'>
2022-07-09 19:04:19,430 | DEBUG | fipy.solvers | <module> | serialComm is SerialEpetraCommWrapper()
2022-07-09 19:04:19,430 | DEBUG | fipy.solvers | <module> | parallelComm is SerialEpetraCommWrapper()
2022-07-09 19:04:19,987 | INFO | fipy | <module> | {"python": "3.7.12 | packaged by conda-forge | (default, Oct 26 2021, 05:59:23) | [Clang 11.1.0 ]", "fipy": "3.4.3+67.g30145f256.dirty", "numpy": "1.21.6", "pysparse": "not installed", "scipy": "1.7.3", "matplotlib": "3.5.2", "mpi4py": "3.1.3", "petsc4py": "3.17.2", "pyamgx": "not installed", "PyTrilinos": "Trilinos version: 12.18.1\nPyTrilinos version: 12.13", "mayavi": "4.7.4", "gmsh": "4.10.3", "solver": "no-pysparse"}
